Series Code,Topic,Indicator Name,Short definition,Long definition,Unit of measure,Periodicity,Base Period,Other notes,Aggregation method,Limitations and exceptions,Notes from original source,General comments,Source,Statistical concept and methodology,Development relevance,Related source links,Other web links,Related indicators,License Type
"BI.WAG.PREM.PB.FL",,"P-Value: Public sector wage premium (compared to formal wage employees)",,,,,,,,,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.WAG.PREM.PB.FM",,"P-Value: Public sector wage premium, by gender (compared to all private employees)",,,,,,,,,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.WAG.PREM.PB.FM.CA",,"P-Value: Gender wage premium in the public sector, by industry: Core Public Administration (compared to male paid employees)",,,,,,,,,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.WAG.PREM.PB.FM.ED",,"P-Value: Gender wage premium in the public sector, by industry: Education (compared to male paid employees)",,,,,,,,,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.WAG.PREM.PB.FM.HE",,"P-Value: Gender wage premium in the public sector, by industry: Health (compared to male paid employees)",,,,,,,,,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.WAG.PREM.PB.FM.PA",,"P-Value: Gender wage premium in the public sector, by industry: Public Administration (compared to male paid employees)",,,,,,,,,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.WAG.PREM.PB.FM.PS",,"P-Value: Gender wage premium in the public sector, by industry: Public Safety (compared to male paid employees)",,,,,,,,,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.WAG.PREM.PB.FM.SS",,"P-Value: Gender wage premium in the public sector, by industry: Social Security (compared to male paid employees)",,,,,,,,,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.WAG.PREM.PB.GP",,"Public sector wage premium (compared to all private employees)",,"Mincerian equation using OLS with robust standard errors considering salaried employees with a positive wage. Additional specifications are used that restrict the private sector to formal wage employees only and other specifications that interact ?????????????? with gender, education and occupation to estimate public wage premium by gender, education and occupation.","%",,,,,,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.WAG.PREM.PB.HE.PE",,"P-Value: Public sector wage premium, by industry: Health (compared to all private employees)",,,,,,,,,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.WAG.PREM.PB.HE.WE",,"P-Value: Public sector wage premium, by industry: Health (compared to formal wage employees)",,,,,,,,,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.WAG.PREM.PB.MA",,"Public sector wage premium, by gender: Male (compared to all private employees)",,"Mincerian equation using OLS with robust standard errors considering salaried employees with a positive wage. Additional specifications are used that restrict the private sector to formal wage employees only and other specifications that interact ?????????????? with gender, education and occupation to estimate public wage premium by gender, education and occupation.","%",,,,,,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.WAG.PREM.PB.MA.ED",,"P-Value: Public sector wage premium for males, by industry: Education (compared to paid wage employees)",,,,,,,,,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.WAG.PREM.PB.MA.HE",,"P-Value: Public sector wage premium for males, by industry: Health (compared to paid wage employees)",,,,,,,,,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.WAG.PREM.PB.MA.MW",,"P-Value: Public sector wage premium for males, by occupation: Medical workers (compared to paid wage employees)",,,,,,,,,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.WAG.PREM.PB.MA.TS",,"P-Value: Public sector wage premium for males, by occupation: Teachers (compared to paid wage employees)",,,,,,,,,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.WAG.PREM.PB.MW.PE",,"P-Value: Public sector wage premium, by occupation: Medical workers (compared to all private employees)",,,,,,,,,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.WAG.PREM.PB.MW.WE",,"P-Value: Public sector wage premium, by occupation: Medical workers (compared to formal wage employees)",,,,,,,,,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.WAG.PREM.PB.NN",,"Public sector wage premium, by education level: No Education (compared to formal wage employees)",,"Mincerian equation using OLS with robust standard errors considering salaried employees with a positive wage. Additional specifications are used that restrict the private sector to formal wage employees only and other specifications that interact ?????????????? with gender, education and occupation to estimate public wage premium by gender, education and occupation.","%",,,,"Weighted average",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.WAG.PREM.PB.OC",,"P-Value: Public sector wage premium, by occupation (compared to formal wage employees)",,,,,,,,,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.WAG.PREM.PB.PN",,"Public sector wage premium, by occupational group: Professionals (compared to formal wage employees)",,"Mincerian equation using OLS with robust standard errors considering salaried employees with a positive wage. Additional specifications are used that restrict the private sector to formal wage employees only and other specifications that interact ?????????????? with gender, education and occupation to estimate public wage premium by gender, education and occupation.","%",,,,"Weighted average",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.WAG.PREM.PB.PR",,"Public sector wage premium, by education level: Primary Education (compared to formal wage employees)",,"Mincerian equation using OLS with robust standard errors considering salaried employees with a positive wage. Additional specifications are used that restrict the private sector to formal wage employees only and other specifications that interact ?????????????? with gender, education and occupation to estimate public wage premium by gender, education and occupation.","%",,,,"Weighted average",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.WAG.PREM.PB.PV",,"P-Value: Public sector wage premium (compared to all private employees)",,,,,,,,,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.WAG.PREM.PB.SG",,"Public sector wage premium, by education level: Secondary Education (compared to formal wage employees)",,"Mincerian equation using OLS with robust standard errors considering salaried employees with a positive wage. Additional specifications are used that restrict the private sector to formal wage employees only and other specifications that interact ?????????????? with gender, education and occupation to estimate public wage premium by gender, education and occupation.","%",,,,"Weighted average",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.WAG.PREM.PB.SN",,"Public sector wage premium, by occupational group: Managers (compared to formal wage employees)",,"Mincerian equation using OLS with robust standard errors considering salaried employees with a positive wage. Additional specifications are used that restrict the private sector to formal wage employees only and other specifications that interact ?????????????? with gender, education and occupation to estimate public wage premium by gender, education and occupation.","%",,,,"Weighted average",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.WAG.PREM.PB.TN",,"Public sector wage premium, by occupational group: Technicians (compared to formal wage employees)",,"Mincerian equation using OLS with robust standard errors considering salaried employees with a positive wage. Additional specifications are used that restrict the private sector to formal wage employees only and other specifications that interact ?????????????? with gender, education and occupation to estimate public wage premium by gender, education and occupation.",,,,,"Weighted average",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.WAG.PREM.PB.TS.PE",,"P-Value: Public sector wage premium, by occupation: Teacher (compared to all private employees)",,,,,,,,,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.WAG.PREM.PB.TS.WE",,"P-Value: Public sector wage premium, by occupation: Teacher (compared to formal wage employees)",,,,,,,,,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.WAG.PREM.PB.TT",,"Public sector wage premium, by education level: Tertiary Education (compared to formal wage employees)",,"Mincerian equation using OLS with robust standard errors considering salaried employees with a positive wage. Additional specifications are used that restrict the private sector to formal wage employees only and other specifications that interact ?????????????? with gender, education and occupation to estimate public wage premium by gender, education and occupation.","%",,,,"Weighted average",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.WAG.PREM.PV.FM.ED",,"P-Value: Gender wage premium in the private sector, by industry: Education (compared to male paid employees)",,,,,,,,,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.WAG.PREM.PV.FM.HE",,"P-Value: Gender wage premium in the private sector, by industry: Health (compared to male paid employees)",,,,,,,,,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.WAG.PREM.PV.FM.MW",,"P-Value: Gender wage premium in the private sector, by occupation: Medical workers (compared to male paid employees)",,,,,,,,,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.WAG.PREM.PV.FM.TS",,"P-Value: Gender wage premium in the private sector, by occupation: Teachers (compared to male paid employees)",,,,,,,,,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.WAG.PREM.TS.PE",,"Public sector wage premium, by occupation: Teacher (compared to all private employees)",,"Mincerian equation using OLS with robust standard errors considering salaried employees with a positive wage. Additional specifications are used that restrict the private sector to formal wage employees only and other specifications that interact ?????????????? with gender, education and occupation to estimate public wage premium by gender, education and occupation.","%",,,,"Weighted average",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
